form_id,Form_trigger_method,Intercept Rate,Language,url,form_shown,form_submitted,conversion_rate,Begin_Date,End_Date
746,LIVE - Message Sent French,Medium,French,Watson Campaign Automation,3,1,33,6/3/18,6/9/18
748,LIVE - Message Sent Japanese,Medium,Japanese,Watson Campaign Automation,2,0,0,6/3/18,6/9/18
749,LIVE - Message Sent English,Heavy,English,Watson Campaign Automation,4,1,25,6/3/18,6/9/18
749,LIVE - Message Sent English,Heavy,English,Watson Campaign Automation,1,0,0,6/3/18,6/9/18
749,LIVE - Message Sent English,Heavy,English,Watson Campaign Automation,72,12,17,6/3/18,6/9/18
749,LIVE - Message Sent English,Heavy,English,Watson Campaign Automation,1,0,0,6/3/18,6/9/18
3090,Shell - LIVE - Message Sent English,Heavy,English,Watson Campaign Automation,27,1,4,6/3/18,6/9/18
3098,Shell - LIVE - New User English,Medium,English,Watson Campaign Automation,5,1,20,6/3/18,6/9/18
786,Trigger Based (trigger when trigger flag = true) , Heavy , English,digitalanalytics,12,1,8,6/3/18,6/9/18
786,Trigger Based (trigger when trigger flag = true) , Heavy , English,tealeaf,187,12,6,6/3/18,6/9/18
787,Quarterly Pulse (trigger every 90 days) , Heavy , English,digitalexperience,14,1,7,6/3/18,6/9/18
737,LIVE - New User Portuguese Brazil,Medium,Portuguese Brazil,Watson Campaign Automation,2,0,0,6/10/18,6/16/18
739,LIVE - New User French,Medium,French,Watson Campaign Automation,1,0,0,6/10/18,6/16/18
741,LIVE - New User Japanese,Medium,Japanese,Watson Campaign Automation,1,0,0,6/10/18,6/16/18
741,LIVE - New User Japanese,Medium,Japanese,Watson Campaign Automation,1,0,0,6/10/18,6/16/18
742,LIVE - New User English,Medium,English,Watson Campaign Automation,1,1,100,6/10/18,6/16/18
742,LIVE - New User English,Medium,English,Watson Campaign Automation,3,0,0,6/10/18,6/16/18
742,LIVE - New User English,Medium,English,Watson Campaign Automation,13,2,15,6/10/18,6/16/18
742,LIVE - New User English,Medium,English,Watson Campaign Automation,4,0,0,6/10/18,6/16/18
742,LIVE - New User English,Medium,English,Watson Campaign Automation,2,0,0,6/10/18,6/16/18
742,LIVE - New User English,Medium,English,Watson Campaign Automation,833,115,14,6/10/18,6/16/18
742,LIVE - New User English,Medium,English,Watson Campaign Automation,2,0,0,6/10/18,6/16/18
742,LIVE - New User English,Medium,English,Watson Campaign Automation,2,0,0,6/10/18,6/16/18
743,LIVE - Message Sent Spanish Spain,Medium,Spanish Spain,Watson Campaign Automation,1,1,100,6/10/18,6/16/18
744,LIVE - Message Sent Portuguese Brazil,Medium,Portuguese Brazil,Watson Campaign Automation,1,0,0,6/10/18,6/16/18
746,LIVE - Message Sent French,Medium,French,Watson Campaign Automation,1,1,100,6/10/18,6/16/18
746,LIVE - Message Sent French,Medium,French,Watson Campaign Automation,1,0,0,6/10/18,6/16/18
748,LIVE - Message Sent Japanese,Medium,Japanese,Watson Campaign Automation,1,1,100,6/10/18,6/16/18
748,LIVE - Message Sent Japanese,Medium,Japanese,Watson Campaign Automation,1,1,100,6/10/18,6/16/18
749,LIVE - Message Sent English,Heavy,English,Watson Campaign Automation,1,0,0,6/10/18,6/16/18
749,LIVE - Message Sent English,Heavy,English,Watson Campaign Automation,48,5,10,6/10/18,6/16/18
749,LIVE - Message Sent English,Heavy,English,Watson Campaign Automation,1,1,100,6/10/18,6/16/18
749,LIVE - Message Sent English,Heavy,English,Watson Campaign Automation,1,0,0,6/10/18,6/16/18
749,LIVE - Message Sent English,Heavy,English,Watson Campaign Automation,3,0,0,6/10/18,6/16/18
3090,Shell - LIVE - Message Sent English,Heavy,English,Watson Campaign Automation,34,3,9,6/10/18,6/16/18
3098,Shell - LIVE - New User English,Medium,English,Watson Campaign Automation,4,0,0,6/10/18,6/16/18
786,Trigger Based (trigger when trigger flag = true) , Heavy , English,tealeaf,166,12,7,6/10/18,6/16/18
786,Trigger Based (trigger when trigger flag = true) , Heavy , English,digitalanalytics,4,0,0,6/10/18,6/16/18
787,Quarterly Pulse (trigger every 90 days) , Heavy , English,digitalexperience,20,0,0,6/10/18,6/16/18
792,Trigger Based (trigger when trigger flag = true) , Heavy , Portuguese Brazil,tealeaf,2,1,50,6/10/18,6/16/18
807,Trigger Based (trigger when trigger flag = true) , Heavy , Korean,tealeaf,1,0,0,6/10/18,6/16/18
808,Quarterly Pulse (trigger every 90 days) , Heavy , Spanish Spain,digitalexperience,2,1,50,6/10/18,6/16/18
810,Trigger Based (trigger when trigger flag = true) , Heavy , Spanish Spain,tealeaf,2,1,50,6/10/18,6/16/18
816,Trigger Based (trigger when trigger flag = true) , Heavy , Japanese,tealeaf,8,2,25,6/10/18,6/16/18
824,Trigger Based (trigger when trigger flag = true) , Heavy , French,digitalanalytics,1,0,0,6/10/18,6/16/18
